name,Latitude,Longitude,Number,Street,City,State,County,Zip,url,count,total_homeless,adjusted_homeless
Trinity Rescue Mission,30.333702,-81.664222,622,Union St W,Jacksonville,FL,"Jacksonville-Duval, Clay Counties CoC",32202,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15209,6,1366,227.66666666666666
Clara White Mission,30.332639,-81.664252,613,Ashley St W,Jacksonville,FL,"Jacksonville-Duval, Clay Counties CoC",32202,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10313,6,1366,227.66666666666666
Youth Crisis Center,30.27082,-81.591041,3015,Parental Home Rd,Jacksonville,FL,"Jacksonville-Duval, Clay Counties CoC",32216,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8264,6,1366,227.66666666666666
Samuel's House,24.56575,-81.76033,1614,Truesdell Ct,Key West,FL,Monroe County CoC,33040,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7999,2,421,210.5
Kots Keys Overnight Tempory Shelter,24.576456,-81.749419,5537,College Rd,Key West,FL,Monroe County CoC,33040,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15001,2,421,210.5
H.O.M.E. of Osceola,28.29633,-81.410823,330,N Beaumont Ave,Kissimmee,FL,"Orlando/Orange, Osceola, Seminole Counties CoC",34741,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15580,12,2007,167.25
Suwannee Valley Rescue Mission/LAD Soup Kitchen,30.195549,-82.637767,127,Escambia St NW,Lake City,FL,"Columbia, Hamilton, Lafayette, Suwannee Counties CoC",32055,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8097,1,578,578.0
Lake Wales Care Center,27.902535,-81.5887,140,Park Ave E,Lake Wales,FL,"Lakeland, Winterhaven/Polk County CoC",33853,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7693,7,612,87.42857142857143
Salvation Army Lake Worth Social Services,26.617001,-80.106083,4051,Kirk Rd,Lake Worth,FL,West Palm Beach/Palm Beach County CoC,33461,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11366,18,1510,83.88888888888889
Adopt a Family of Palm Beaches,26.618089,-80.065323,1712,2nd Ave N,Lake Worth Beach,FL,West Palm Beach/Palm Beach County CoC,33460,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15584,18,1510,83.88888888888889
Safe Families for Children,28.5635253,-81.587459,29,W Smith St,Winter Garden,FL,"Orlando/Orange, Osceola, Seminole Counties CoC",33844,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14811,12,2007,167.25
Talbot House Ministries of Lakeland,28.05194,-81.955507,814,Kentucky Ave N,Lakeland,FL,"Lakeland, Winterhaven/Polk County CoC",33801,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8102,7,612,87.42857142857143
St. Francis Women & Children's Services,28.05494,-81.94831,801,E Memorial Blvd,Lakeland,FL,"Lakeland, Winterhaven/Polk County CoC",33801,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14684,7,612,87.42857142857143
Lighthouse Ministries,28.049063,-81.956436,117,E Magnolia St,Lakeland,FL,"Lakeland, Winterhaven/Polk County CoC",33801,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7707,7,612,87.42857142857143
Silver Impact Day Shelter,26.16656,-80.242799,7155,W Oakland Park Blvd,Lauderhill,FL,Ft Lauderdale/Broward County CoC,33313,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15344,16,2211,138.1875
Leesburg Neighborhood Center,28.8137169,-81.8626634,1010,N Boulevard East,Leesburg,FL,"Citrus, Hernando, Lake, Sumter Counties CoC",34748,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7700,14,703,50.214285714285715
Christian Care Center Men's Residence,28.811459,-81.885194,115,N 13th St,Leesburg,FL,"Citrus, Hernando, Lake, Sumter Counties CoC",34748,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13956,14,703,50.214285714285715
Christian Care Center Samaritan Inn,28.811459,-81.885194,115,N 13th St,Leesburg,FL,"Citrus, Hernando, Lake, Sumter Counties CoC",34748,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13957,14,703,50.214285714285715
Christian Care Center Rescue Mission,28.811459,-81.885194,115,N 13th St,Leesburg,FL,"Citrus, Hernando, Lake, Sumter Counties CoC",34748,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7284,14,703,50.214285714285715
Christian Care Center Women's Care Center,28.811459,-81.885194,115,N 13th St,Leesburg,FL,"Citrus, Hernando, Lake, Sumter Counties CoC",34748,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8245,14,703,50.214285714285715
Christian Care Center,28.811984,-81.886216,1309,High St,Leesburg,FL,"Citrus, Hernando, Lake, Sumter Counties CoC",34748,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13955,14,703,50.214285714285715
Douglas Gardens CMHC,25.790962,-80.135667,701,Lincoln Rd,Miami Beach,FL,Miami-Dade County CoC,33139,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7400,18,3560,197.77777777777777
New Life Family of Catholic Charities,25.810842,-80.197738,3620,NW 1st Ave,Miami,FL,Miami-Dade County CoC,33127,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7805,18,3560,197.77777777777777
Salvation Army Miami Adult Rehab Center,25.798943,-80.196303,2236,NW Miami Ct,Miami,FL,Miami-Dade County CoC,33127,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11367,18,3560,197.77777777777777
Miami Rescue Women,25.798701,-80.197124,2250,NW 1st Ave,Miami,FL,Miami-Dade County CoC,33127,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7762,18,3560,197.77777777777777
Miami Rescue Mission,25.797908,-80.197506,2159,NW CT 1,Miami,FL,Miami-Dade County CoC,33127,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15319,18,3560,197.77777777777777
M. Teresa Mission of Charity,25.791434,-80.207666,724,NW 17th St,Miami,FL,Miami-Dade County CoC,33136,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7723,18,3560,197.77777777777777
Miami Dade Homeless Trust,25.776,-80.196946,111,NW 1st St,Miami,FL,Miami-Dade County CoC,33128,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15318,18,3560,197.77777777777777
Eyes On God Homeless Shelter,25.774471,-80.189667,223,E Flagler St,Miami,FL,Miami-Dade County CoC,33131,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11027,18,3560,197.77777777777777
Homeless Assistance Center,25.789934,-80.195204,1550,N Miami Ave,Miami,FL,Miami-Dade County CoC,33136,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7595,18,3560,197.77777777777777
Chapman Partnership,25.789934,-80.195204,1550,N Miami Ave,Miami,FL,Miami-Dade County CoC,33136,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10207,18,3560,197.77777777777777
Lotus House,25.789901,-80.199246,217,NW 15th St,Miami,FL,Miami-Dade County CoC,33136,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7082,18,3560,197.77777777777777
Camillus House,25.79062,-80.206447,1603,NW 7th Ave,Miami,FL,Miami-Dade County CoC,33136,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7225,18,3560,197.77777777777777
Concept House,25.820314,-80.192705,162,NE 49th St,Miami,FL,Miami-Dade County CoC,33137,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7352,18,3560,197.77777777777777
Salvation Army Miami Edison Corps Social Services,25.836427,-80.202998,361,NW 67th St,Miami,FL,Miami-Dade County CoC,33150,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11368,18,3560,197.77777777777777
The Salvation Army,25.81158,-80.23006,1907,NW 38th St,Miami,FL,Miami-Dade County CoC,33142,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7975,18,3560,197.77777777777777
Miami City Mission Youth Center,25.805188,-80.207017,3033,NW 7th Ave,Miami,FL,Miami-Dade County CoC,33127,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7759,18,3560,197.77777777777777
Salvation Army,29.1904346,-82.1380686,320,NW 1st Ave,Ocala,FL,Ocala/Marion County CoC,34104,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7960,5,523,104.6
St. Matthew's House,26.134769,-81.765637,2001,Airport Rd S,Naples,FL,Naples/Collier County CoC,34112,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=9744,4,603,150.75
Catholic Charities Family Resource Center,26.12728,-81.767728,3174,Tamiami Trl E,Naples,FL,Naples/Collier County CoC,34112,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7251,4,603,150.75
Assembly Center,26.117617,-81.682632,3805,The Lords Way,Naples,FL,Naples/Collier County CoC,34114,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7141,4,603,150.75
North Port Social Services,27.051419,-82.242612,6919,Outreach Way,North Port,FL,"Sarasota, Bradenton/Manatee, Sarasota Counties CoC",34287,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7818,5,1044,208.8
Lippman Youth Shelter,26.180455,-80.148368,221,NW CT 43,Fort Lauderdale,FL,Ft Lauderdale/Broward County CoC,33309,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11004,16,2211,138.1875
Open Arms Village,29.205768,-82.127925,1839,NE 8th Rd,Ocala,FL,Ocala/Marion County CoC,34470,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=20395,5,523,104.6
Salvation Army,29.19005,-82.137929,320,NW 1st Ave,Ocala,FL,Ocala/Marion County CoC,34475,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7972,5,523,104.6
Interfaith Emergency Services,29.3696307,-82.1995038,15150,NW Gainesville Rd,Reddick,FL,Ocala/Marion County CoC,34475,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7647,5,523,104.6
Orlando Coalition For Homeless Men's Service Center,28.543012,-81.387768,18,N Terry Ave,Orlando,FL,"Orlando/Orange, Osceola, Seminole Counties CoC",32801,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15578,12,2007,167.25
Coalition for the Homeless of Central Florida,28.54213,-81.388569,639,W Central Blvd,Orlando,FL,"Orlando/Orange, Osceola, Seminole Counties CoC",32801,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7323,12,2007,167.25
Orlando Union Rescue Mission Men's Division,28.541687,-81.384559,410,W Central Blvd,Orlando,FL,"Orlando/Orange, Osceola, Seminole Counties CoC",32801,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7845,12,2007,167.25
Interfaith Hospitality Network Orlando,28.572621,-81.372676,2313,N Orange Ave,Orlando,FL,"Orlando/Orange, Osceola, Seminole Counties CoC",32804,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11071,12,2007,167.25
Salvation Army Orlando Women's and Children's Shelter,28.552797,-81.384387,400,W Colonial Dr,Orlando,FL,"Orlando/Orange, Osceola, Seminole Counties CoC",32804,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7958,12,2007,167.25
Salvation Army Men's Shelter Orlando,28.5519,-81.384356,624,Lexington Ave,Orlando,FL,"Orlando/Orange, Osceola, Seminole Counties CoC",32801,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7983,12,2007,167.25
Covenant House Florida,28.560617,-81.307418,5931,E Colonial Dr,Orlando,FL,"Orlando/Orange, Osceola, Seminole Counties CoC",32807,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10224,12,2007,167.25
Salvation Army Orlando Adult Rehab Center,28.553179,-81.427528,3955,W Colonial Dr,Orlando,FL,"Orlando/Orange, Osceola, Seminole Counties CoC",32808,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11355,12,2007,167.25
Lake Village at the Glades Shelter,26.834525,-80.649904,1749,E Main St,Pahokee,FL,West Palm Beach/Palm Beach County CoC,33476,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=20475,18,1510,83.88888888888889
R L Simmons House,29.653949,-81.656308,2600,Peters St,Palatka,FL,"Gainesville/Alachua, Putnam Counties CoC",32177,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15511,4,880,220.0
Salvation Army Transitional Housing Panama City,30.175726,-85.688268,1824,W 15th St,Panama City,FL,"Panama City/Bay, Jackson Counties CoC",32401,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14134,3,385,128.33333333333334
Panama City Rescue Mission,30.159282,-85.655489,609,Allen Ave,Panama City,FL,"Panama City/Bay, Jackson Counties CoC",32401,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7863,3,385,128.33333333333334
Catholic Social Services St. Barnabas House Shelter,30.167258,-85.619099,3128,11th St E,Panama City,FL,"Panama City/Bay, Jackson Counties CoC",32401,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7256,3,385,128.33333333333334
Loaves and Fishes,30.47895,-87.286334,257,East Lane St,Pensacola,FL,"Pensacola/Escambia, Santa Rosa Counties CoC",32505,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7710,6,746,124.33333333333333
Salvation Army Lodge,30.426013,-87.245091,1310,N S St,Pensacola,FL,"Pensacola/Escambia, Santa Rosa Counties CoC",32505,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7980,6,746,124.33333333333333
Heavenly Blessings Mission,30.429169,-87.246131,1614,N T St,Pensacola,FL,"Pensacola/Escambia, Santa Rosa Counties CoC",32505,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=9572,6,746,124.33333333333333
The Waterfront Rescue Mission,30.449224,-87.235943,380,W Herman St,Pensacola,FL,"Pensacola/Escambia, Santa Rosa Counties CoC",32505,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8151,6,746,124.33333333333333
Alfred Washburn Center,30.465036,-87.23971,31,Murphy Ln,Pensacola,FL,"Pensacola/Escambia, Santa Rosa Counties CoC",32505,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7110,6,746,124.33333333333333
Women and Children Cold Weather Shelter,30.520433,-87.268648,50,W Johnson Ave,Pensacola,FL,"Pensacola/Escambia, Santa Rosa Counties CoC",32534,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15865,6,746,124.33333333333333
Haitian Evangelical Baptist Church Food Pantry,26.24332,-80.124205,153,NW 12th St,Pompano Beach,FL,Ft Lauderdale/Broward County CoC,33060,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15299,16,2211,138.1875
St. Laurence Chapel Homeless Day Shelter,26.251605,-80.16384,1698,Blount Rd,Pompano Beach,FL,Ft Lauderdale/Broward County CoC,33069,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15300,16,2211,138.1875
Broward Partnership for the Homeless North Campus,26.252998,-80.162834,1700,Blount Rd,Pompano Beach,FL,Ft Lauderdale/Broward County CoC,33069,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11006,16,2211,138.1875
Charlotte County Homeless Coalition,27.00495,-82.157925,1476,Kenesaw St,Port Charlotte,FL,Punta Gorda/Charlotte County CoC,33948,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=9680,1,169,169.0
The Valley Of Love Homeless shelter,26.778299,-80.055141,1901,Broadway,Riviera Beach,FL,West Palm Beach/Palm Beach County CoC,33404,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11667,18,1510,83.88888888888889
Holy Ground Shelter For The Homeless,26.778953,-80.059716,200,W 20th St,Riviera Beach,FL,West Palm Beach/Palm Beach County CoC,33404,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14928,18,1510,83.88888888888889
Housing For Homeless,28.290567,-80.69772,4087,Highway 1 S,Rockledge,FL,"Palm Bay, Melbourne/Brevard County CoC",32955,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15586,2,940,470.0
Alpha Omega,29.868578,-81.326665,1797,Old Moultrie Rd,Saint Augustine,FL,St. Johns County CoC,32084,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13826,4,367,91.75
Betty Griffin House Domestic Violence Shelter,29.878067,-81.323239,1375,Arapaho Ave,Saint Augustine,FL,St. Johns County CoC,32084,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11122,4,367,91.75
St. Francis Housing Crisis Center,29.888484,-81.313588,70,Washington St,Saint Augustine,FL,St. Johns County CoC,32084,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13825,4,367,91.75
Rescue Outreach Mission,28.800865,-81.285675,1701,W 13th St,Sanford,FL,"Orlando/Orange, Osceola, Seminole Counties CoC",32771,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7914,12,2007,167.25
Salvation Army Shelter,27.344592,-82.540989,1400,10th St,Sarasota,FL,"Sarasota, Bradenton/Manatee, Sarasota Counties CoC",34236,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7985,5,1044,208.8
Resurrection House,27.340633,-82.539896,507,Kumquat Ct,Sarasota,FL,"Sarasota, Bradenton/Manatee, Sarasota Counties CoC",34236,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7919,5,1044,208.8
Harvest House Transitional Centers,27.351553,-82.495791,3650,17th St,Sarasota,FL,"Sarasota, Bradenton/Manatee, Sarasota Counties CoC",34235,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10143,5,1044,208.8
New Testament Mission,27.500038,-81.436663,604,Lemon St,Sebring,FL,"Hendry, Hardee, Highlands Counties CoC",33870,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7806,1,403,403.0
Salvation Army (Red Shield Lodge),27.756671,-82.637687,310,14th Ave S,Saint Petersburg,FL,"St. Petersburg, Clearwater, Largo/Pinellas County CoC",33701,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7957,8,2226,278.25
ALPHA House For Pregnant Women,27.777759,-82.64301,701,5th Ave N,Saint Petersburg,FL,"St. Petersburg, Clearwater, Largo/Pinellas County CoC",33701,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7087,8,2226,278.25
St Petersburg Free Clinic Women's Residence,27.775535,-82.646015,863,3rd Ave N,Saint Petersburg,FL,"St. Petersburg, Clearwater, Largo/Pinellas County CoC",33701,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8060,8,2226,278.25
St. Petersburg Free Clinic Men's Residence.,27.8071,-82.671119,3835,28th St N,Saint Petersburg,FL,"St. Petersburg, Clearwater, Largo/Pinellas County CoC",33714,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=12240,8,2226,278.25
Emergency Services and Homeless Coalition St Johns County,29.89317,-81.328786,62,Chapin St,Saint Augustine,FL,St. Johns County CoC,32084,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13824,4,367,91.75
